CDS.Code,Offense.Description,Offense.Level
32074,REFUSE TO LEAVE FAIR,M
32086,SEL/ETC ON BART/ETC NO OK,I
32073,UNAUTH ENTRY POSTED LAND,M
32091,UNAUTH ENTRY POSTED LAND,I
32114,POSS RESIDENT W/O CONSENT,M
32115,ENTER RES W/O OWNER CNSNT,M
29022,FORCIBLE ENTRY:PROP DAMAG,M
29023,INJURE STANDING CROPS/ETC,M
29025,REMOVE BOUNDARY MONUMENT,M
29026,DEFACE MARKS ON MONUMENT,M
29027,REMOVE TREE W/BOUNDRY MRK,M
29029,DAMAGE BRIDGE/ETC,M
29031,INJURE SURVEY SIGNALS,M
29032,DESTROY LEGAL NOTICE,M
57005,OPEN/PUB ANOTHERS LETTER,M
57060,ALTER TELEGRAPHIC MESSAGE,M
29158,DESTROY LE/FIRE MEMORIALS,M
29034,INJURE WORK OF ART,M
29035,INJURE HISTORICAL OBJECT,M
29140,HARM/DEFACE/ETC CAVES,M
29115,HARM/DEFACE/ETC CAVE,M
29178,DISTURB ARCHEO EVID CAVE,M
29179,KILL/ETC ANML/PLANT CAVE,M
29180,BURN HARMFUL MATRL CAVE,M
29181,RMV MATRL FOUND IN CAVE,M
29182,BREAK/ETC LOCK/ETC CAVE,M
29036,BREAK WATER PIPE/ETC,M
29037,DRAW WATER FR CLOSD WORKS,M
29056,TAMPER W/AIRCRAFT,M
29183,DMG/ETC AIRCRAFT UNSAFE,M
33055,POSS WEAPON AT SCHOOL,M
33063,POSS WEAPON AT SCHOOL,M
33064,POSS BOX CUTTER AT SCHOOL,M
33046,POSS WPN/ETC:CMPS:NOT GUN,M
33058,POS LLWPN/ETC:COLLEGE/UNV,M
33012,DISMSD STUDENT/EMP AT SCH,M
33014,STAY ON CAMPUS W/O CONSNT,M
33040,NONSTUDNT REFUSE LEAV SCH,M
33053,UNAUTH STAY/RET:SCH ZONE,M
33026,DISRUPT SCHOOL ACTIVITIES,M
33035,SEX OFN/ETC:STA/DSRUP SCH,M
33059,REMAIN ON SCH PROP/DISRUP,M
33034,SEX OFF REENTR DISRPT SCH,M
33060,REENTER W/IN 7DAYS/LEAVE,M
33032,SEX OFD/ETC CONT DSRP SCH,M
33061,CONT PATTERN UNAUTH ENTRY,M
33065,THRTN SAFETY PUPIL PRE-8,M
36174,SEX OFR:UNLAW ENTR:SCHOOL,M
33051,DRUG OFNDR REMAN SCH ZONE,M
33066,DRG OFR RENTR SCHL W/I 7,M
33067,DRG OFR CONT PATRN UNAUTH,M
33057,FIREARM AT PUBLIC SCHOOL,M
52373,WPN POSS PROHIB GROUNDS,M
33033,ENTER SCHL GRNDS W/O REG,M
33045,REMAIN/ETC AT SCH W/O REG,M
33068,REMAIN AT SCHL DENIED REG,M
33069,REMAIN AT SCHL REG REVKED,M
33050,VIOLS IN SCHOOL ZONE W/PR,M
31318,PRACT MSSG THRPY W/O CERT,M
8031,HOME DETENTION VIOL:MINOR,X
57061,UNAUTHORIZED WIRETAPPING,M
57051,EAVESDROPPING,M
57062,INTERCEPT/ETC CELL COMMUN,M
57063,INTRCPT/ETC CRDLSS COMMUN,M
57064,RECORD/ETC PHONE COMMUN,M
57055,INVADE PRIVACY:TRESPASS,M
57065,SELL EAVESDROPPING DEVICE,M
57066,NONELECTR EAVESDROPING,M
57038,GET/ETC PUB SAFE RADIOCOM,M
57068,OPEN ANOTHERS TELE MESSAG,M
57029,UNAUTH ACTS:CABLE TV CORP,M
57030,CABLE TV CO ILL REL INFO,M
57069,CBL UNLAW USE SUBSCR INFO,M
57070,UNLAW DSSMNT SUB INFO GOV,M
57071,FLR MK SUBSCRBR INFO AVLB,M
57072,DISCLOSE RDSHR PRSNL INFO,M
57037,INVAD PRIV:ELEC TRACK DEV,M
57073,FL VERIFY ID PR SELL LIST,M
57074,PRVD SX OFR ACCS MNR INFO,M
57075,USE MNR INFO COMMERC PURP,M
57076,DIST MNR PRSNL INFO ABUSE,M
57077,FL STP DISCL MNR INFO 20+,M
57078,FL MNTN LIST MNR MRKTNG,M
57080,PURCH/ETC CALL PTTRN RCRD,M
57057,INSTALL PEN REG W/O COURT,M
66104,FAIL PAY:PUB TRANSIT SYS,I
66203,EAT/DRINK PUB TRANSIT SYS,I
66180,SKATEBOARD:PRKG STRUCTURE,I
26532,MISUSE/ETC TRNS SYS TIKET,I
26554,MISUSE/ETC PASS/ETC:TRANS,I
66204,DISTURB/NOISE:PUB TRANSIT,I
66119,PLAY SOUND EQUIP:PUB TRNS,I
66205,SMOKING PROHIBITED AREA,I
66103,SMOKE/ETC PUB TRANSIT SYS,I
66206,SPIT ON PUBLIC TRANS SYS,I
66110,SPIT ON PUBLIC TRANS SYS,I
66207,SKATEBOARD:PRKG STRUCTURE,I
66111,DISTURB PEACE:PUB TRANSIT,I
55223,EXPLOSIVE/ETC:PUB TRANSIT,I
66112,URINATE/ETC:PUB TRANSIT,I
66122,BLOCK MOVEMNT:SYS FAC/VEH,I
66208,FAIL PAY:PUB TRANSIT SYS,I
66218,FAIL PAY PUB TRNST SYS PR,M
26623,MISUSE/ETC PASS/ETC:TRANS,I
66219,MISUSE PASS/ETC TRNST PR,M
26624,MISUSE/ETC TRNS SYS TIKET,I
66220,MISUSE TRNST SYS TICKT PR,M
53142,DISTURB/BEHAVIOR:PUB TRAN,M
55281,EXPLOSIVE/ETC:PUB TRANSIT,M
66210,URINATE/ETC:PUB TRANSIT,M
66211,BLOCK MOVEMNT:SYS FAC/VEH,M
29157,DSTRY FCLITY/VEH:PUB TRAN,M
66098,UNAUTH WRITINGS:PROD/BOX,M
66120,GRAFFITI ON GOVT/ETC PROP,I
66114,GRAFFITI:GOVT FAC/VEH:PR,M
66115,GRAFITI:GOVT FAC/VEH:2+PR,M
66150,GRAFITI:PROP DAMAGE -$250,I
66151,GRAFITI:DAMAGE -$250:W/PR,M
66213,VANDALISM W/I 100 FT HWY,M
29141,GRAFFITI/ETC:FREEWAY/ETC,M
23044,MISUSE VENDING MACHINE,M
23045,MAKE VENDING MACHINE SLUG,M
23046,ILLEGAL USE OF PAY PHONE,M
23047,ILLEGAL USE OF PAY PHONE,M
23048,MAKE PAY PHONE SLUG,M
51042,COMMERCIAL BRIBERY -$1000,M
51048,REAL ESTATE BRIBERY,M
31319,DRY CLEANING REQ VIOL,M
23049,THEFT FROM DEAD BODY,M
66053,DISPOSAL OF FETAL REMAINS,M
31020,SOLICIT CLAIMS,M
31173,SEEK JOB FR INJRD:INVSTGT,M
31096,SOLICIT INJURED PERSON,M
16005,STALKING,M
36020,SOLICIT LEWD ACT,M
40016,PROSTITUTION,M
40053,PROSTITUTION PRVD COMPNS,M
40054,PROSTITUTN PRVD COMP MNR,M
53045,BEGGING,M
36021,DISRD CNDCT:LOITER/TOILET,M
32111,DIS CON:LODGE W/O CONSENT,M
53046,DISRD CONDCT:LOITER/NO ID,M
35005,DISORD CONDUCT:UI/DRUG,M
35343,DISORDRLY CONDUCT:TOLUENE,M
64005,DISORD CONDUCT:ALCOHOL,M
64006,DISRD CONDUCT:DRUG W/ALC,M
32082,LOITER/ETC PRIVATE PROP,M
57033,DIS CON:PEEKS INHAB BLDG,M
32083,DIS CON:LODGE W/O CONSENT,M
57045,DIS CON:INVAD PRI:BATHRM,M
57046,INVAD PRIVCY:W/CAMCORD,M
57050,DISORDERLY CON:W/CAMCORD,M
57052,DIS CON:INTIMATE PHOTOS,M
57059,DIS CON:INTEN DIST IMAGE,M
57035,LOOK IN HOLE/ETC:BATH/ETC,M
57040,DIS CON:INVAD:BATHRM/ETC,M
57039,INVAD:W/CAMCORD/ETC,M
57054,DIS CON:PRIVCY BTHRM W/PR,M
57053,DIS CON:INTMT PHOTO MINOR,M
36077,ANNOY/MOLEST CHILDREN -18,M
36175,ANNOY/MOL VICT UNDER 18,M
36177,ANOY/MOL VIC BEL'D UND 18,M
33025,LOITR ADLT SCH:MOLST PUPL,M
53049,OBSTRUCT PUBLIC PLACE,M
41065,OPEN ALC BEV POSTED PREM,I
25024,MAKE UNAUTH PAPER MONEY,M
25025,MAKE SLUG LIKE U.S. COIN,M
25103,MAKE SLUG LIKE U.S.COIN,M
31021,CAB DRVR TK GUEST WRG HTL,M
31022,INDUCE MISDIRECT HTL GST,M
31023,MISUSE FED ORDER STAMPS,M
54077,OPR VESL W/O PROPER EQUIP,M
54658,OPR VSL W/O PROPER EQUIP,I
54551,UNAUTH USE:BLUE LIGHT,M
54651,VESSEL BLU LGT:RED SPEED,I
31024,TATTOO PERSON UNDER 18,M
66221,RLS ELECTR CONDCTV BALLON,I
66222,RLS ELECTR CONDCTV BALLON,M
57049,HARASS/ETC/PUB PRSNL INFO,M
40029,LOITER:INT:PROSTITUTION,M
40036,SUPV/ETC PROSTITUTION,M
40048,RECEIVE PROCEED:PROSTITUT,M
26242,FALSE IMMIGRATION MATTER,M
66223,DSSMNT COMMERC RECORDING,M
66224,DSSMNT COMMERC RCRDNG MNR,I
66225,DSSMNT COMMERC RCRDNG MNR,M
36179,SEX OFR:LOITER AT SCHOOL,M
36245,LOITERING AT SCHOOL,M
36265,SX OFR:UNLAW ENT:ELDR FAC,M
36180,SX OFR:UNLAW ENT:ELDR FAC,M
36262,ADVIS FAC ADMN:REG SEX OF,M
31025,SELL MNG MACH W/O BILL/SA,M
46036,SOLICIT SPEC CRIMNAL ACTS,M
46026,SOLICIT HS ACTS,M
46048,SLCIT COMM HLTH CARE FRD,M
46050,SLCIT COMMIT CMPTR FRAUD,M
46051,SOLICIT ASSIST CMPTR FRD,M
53051,LOITER WHERE CHILD PRSENT,M
26257,TRANSF SND RECORD:SEL/ETC,M
26360,TRNSP ILL SOUND REC:GAIN,M
26371,SEL/ETC ILL TRNSF SND REC,M
55063,LEAVE SKI ACCIDENT SCENE,I
52007,POSSESS SWITCHBLADE KNIFE,M
53078,ANNOYING PHONE CALLS,M
53107,ANNOYING REPEAT CALLS:RES,M
53138,W/INTENT/ANNY/HARRASS:PHN,M
53127,ANOY SPOS/ETC:WK:10+ CALL,M
57021,INSTALL TWO-WAY MIRROR,M
62056,IMPRT/ETC SPEC DEAD ANIML,M
62198,IMPORT/ETC DEAD CRC/ALGTR,M
62052,SEL/ETC SPEC DEAD SPECIES,M
62053,IMPORT/SELL/ETC DEAD SEAL,M
62054,SELL/ETC ENDANGERD SPECIE,M
26223,TRNSP/ETC RCRDNG:LIV PERF,M
53124,DSRUP/ETC CB/ETC:EMRGENCY,M
26235,LIVE RECORDING VIOLATION,M
26241,FAIL DISCLS ORIGN:REC/ETC,M
26347,FAIL DISCLS ORIGN:RECRDNG,M
53128,ANNOYING/ETC CALLS TO 911,M
53139,USE/ALLOW 911 CALL:NO EME,I
26581,UNAUTH RECRD DEVICE:MOVIE,M
31026,SELL PUBLIC TRANS W/O LIC,M
54558,THROW OBJECT AT OCC/VESSL,M
54010,RECKLS/NEG WATERCRAFT USE,M
54151,RECK/NEG WATERCRAFT USE,I
42020,DUI:USE WATERCRAFT,M
42093,USE WATERCRAFT:BAC .08 +,M
42114,OPERATE REC VES:.04+,M
42078,ADDICT USE WATERCRAFT,M
42115,NEG USE WATERCRAFT UI:INJ,M
54131,VESSEL EXCEED SPEED LIMIT,M
54650,VESSEL EXCEED SPEED LIMIT,I
54428,BUI:OPR VES/ETC -21,I
29155,NO PWC CUT OFF LANYARD,I
54068,FAIL RENDER ASSIST:VESSEL,M
54402,TOW SKI/ETC:NO OBSRVR 12+,M
54661,TOW SKI/ETC:NO OBSRVR 12+,I
54654,OPR VESSL TOW SKI:COLLISN,M
54653,WTR SKI ENDNGR LIFE/ETC,M
54481,OPR MTRBOAT W/O FLT DEVCE,I
54456,OPR MOTOR VES +15HP:-16YR,I
46013,AIDING IN MISDEMEANOR,M
8030,WARRANT OF ARREST:MINOR,X
53053,ATT CRIME/OFF PERPETRATED,X
54652,VESSEL STP:L/E ALONGSIDE,M
23159,PETYTHFT:PR JAIL:SPEC OFF,M
23198,PTYTHFT:PRJAIL3+ SPEC OFF,M
23214,PETY THFT:PR CONV SEX REG,M
23206,PETTY THFT:W/PR VIOL CONV,M
66093,PR FELONY CONVICTION,X
66094,PRIOR FELON CONVICTION,X
66095,PRIOR FELONY CONVICTION,X
66042,PR PRIS:VIO FEL/ETC:TERM+,X
66040,PR PRIS:NEW VIO FEL:TERM+,X
66041,PR PRISON:NEW FEL:TERM +,X
66182,PR CONV:5YR ENH ECH P/CON,X
66183,PR CONV:10YR ENH ECH P/CO,X
66186,FEL SEX OFF:25 TO LIFE,X
66187,FEL SEX OFF:15 TO LIFE,X
66096,PRIOR PRISON:HS FELONY 2+,X
66189,P/CON:VIC O/65 U/14:1/ENH,X
66184,P/CON:VIC U/14 O/65:2/ENH,X
66080,CRUEL/ETC PUNISH/ETC CONF,M
50168,FTA ON ORDER OF EXAM,M
35247,PRESCRIBE DRUGS IN EXCESS,M
53058,UNLAWFUL/RIOTOUS ASSEMBLY,M
31120,PSYCH/ETC SEXUALY EXPLOIT,M
54078,VEH/ETC FOR SALE/ETC:HWY,M
8023,MOD COURT ORD:COMMIT/PROB,X
8039,FL OBEY ORD JUV CRT:602WI,M
31207,MISREP INSURANCE POLICIES,M
53144,WEAR LE UNIFORM:PICKETING,M
49063,ESC/ATT ESC FROM CUSTODY,M
49065,ESC/ATT ESC AFTER ARREST,M
50032,FTA AFTER WRITTEN PROMISE,M
50129,FAILURE TO APPEAR WARRANT,X
66202,AG THFT 25LB FRUIT/VEG,I
49060,MINOR ATT ESC/ESC FAC,M
49094,MINOR ATT ESC/ESC W/FORCE,M
49087,ESC:MNR NOT RET:FURLO/ETC,M
49091,MNR REMOVE ELECT MONITOR,M
58030,BRNG/ETC CNT SUB:JUV HALL,M
58022,BRING/ETC ALC:JUV HAL/ETC,M
50130,FTA:WITNESS WARRANT,X
26618,RENT SKIMMING:MULTI ACTS,M
50033,GRAND JUROR FAILS TO ATTN,M
50034,GRAND JUROR DISCLOSE FACT,M
50113,GRAND JUROR DISCLS FACTS,M
50198,INTRPR GRND JUR DISCL FCT,M
66100,BENCH WARRANT:FTA:MISD,M
66101,BENCH WARRANT:FTA:MIS CHG,M
58028,POSS/ETC C/SUB/ETC:CYA,M
48025,FELON ENTER CYA AT NIGHT,M
49099,ESCAPE MENTAL HEALTH FAC,M
62140,UNLAWFUL TRANSFER LIC/TAG,M
62040,USE/POSS UNLAW FG LIC/ETC,M
62141,USE/POSS CNTERFEIT LIC,M
62139,ALTER/MUTILATE/ETC LICENS,M
62173,FALSE STATEMENT:OBTN LIC,M
62023,LICENSE NOT IN POSS/ETC,M
57041,DISCLOSE ADD/TEL BY ATTNY,M
49066,AID ESCAPE FROM CYA,M
31168,EMPLR NOT GIV PAY/ETC INF,M
31064,EMPLOYER NOT KEEP EMP REC,M
50120,FTA AFTR RELEASE:BAIL/ETC,M
31066,PAY LESS THAN MINMUM WAGE,M
31141,VIOL/ETC EMP WAGE/ETC LAW,M
50137,REAREST:ELEC MONITOR PROB,X
50037,PROB VIOL:REARREST/REVOKE,X
50126,PROB VIOL:REAREST/REVOKE,X
50135,PROBATION REVOKED/ETC,X
50189,PROB VIO:FLSH INCAR 10DAY,X
66018,JUDGEMENT IMPOSIMG FINE,X
66132,JUDGEMENT IMPOSING FINE,X
50080,CONTEMPT OF COURT,M
50092,CONTEMPT:DISOBEY ORD/ETC,M
50099,CONTEMPT:CHILD SUPORT/ETC,M
50128,CONTMPT WARNT:ATACH/COMIT,X
50131,FAIL APEAR/PAY FINE:CIVIL,X
50169,CONTEMPT OF COURT,M
50167,CONTMPT:DOMSTC VIOL:FIRST,M
50122,BAIL/ETC FAIL DEL DEFNDNT,M
31211,USE MINOR -16:PROHIB JOBS,M
31326,INFNT -1 MO ENTRTNMNT IND,M
50119,FTA:MISDEMEANOR CHARGE,M
50144,FTA ON FELONY CHARGE,M
50199,FTA AFTER BAIL ON FELONY,M
50079,FTA AS WITNESS,M
50149,FTA:SUBPOENA WIT:CONTEMPT,M
50190,WIT:ORDRD WRTTN UNDRTAKNG,M
50140,WIT FAIL COMPLY COURT ORD,X
31213,FALSE REPRESENT AS CNA,M
49081,ESC:MENTAL HEALTH FACILTY,M
66232,WILFUL VIOL OF KNOX-KEENE,M
62116,CA REG:FISH/ETC-LGL MN SZ,M
62179,CA REG:STEELHEAD:W/O CARD,M
62167,CA REG:SPORT FISHING VIOL,M
62082,CA REG:FISHING METHOD VIO,M
62151,CA REG:EXCEED BAG LIMIT,M
62113,CA REG:STRIPD BASS SZ VIO,M
62114,CA REG:STRPD BASS OVR LIM,M
62187,CA REG:STURGEON BAG LIMIT,M
62188,CA REG:STURGEON TAKING,M
62106,REG VIO:FISH/ETC SO CNTRL,M
62131,CA REG:SP FISH REG:CARSON,M
62132,CA REG:SP FISH REG:HEENAN,M
66134,CHG ENCRCHMNT W/O PERMIT,M
66135,SIGN ON HWY W/O PERMIT,M
31083,UNAUTH COMMUNITY CARE FAC,M
36188,REG SEX OFR FAIL DIS FACT,M
26365,FLS SEX ASLT:AIDS TST INF,M
66116,CONFINED UND GOVS WARRANT,X
31089,UNAUTH ELDERLY FACILITY,M
32084,TRESPAS ECOLOGICAL RESERV,M
31092,UNAUTH CHILD CARE FAC,M
62174,UNLAW DIVERSION WATER FLO,M
62061,CHANG/ETC RIVR/ETC:UNAUTH,M
26298,ACT AS INS AGENT W/O LIC,M
26688,SELL/OFFER SALE DMV APPT,I
26400,DENTIST LIC/CERT/ETC VIOL,M
26570,PRACT DENTISTRY W/O LIC,M
26288,FALSE USE DENTAL ASST LIC,M
8043,ESCAPE CUSTDY JUV FACILTY,X
50133,REVOKE/ETC PAROLE:CYA,X
8044,REVOKE/ETC PAROLE:CYA,X
13196,BATT/GASSING PO/ETC EMP,M
31197,CHECK CASH BUS NO PERM:PR,M
31305,SCAN/SWIPE ID CARD UNAUTH,M
50160,UNAUTH DISCLOSUR DMV INFO,M
50175,REFUSE WARNT ISSUED INSPC,M
26625,MAKE FALSE WRK COMP CLAIM,M
21021,LOAN SHARKING,M
50141,WARRANT:ABSENT WITNESS,X
62013,UNLAWFULLY TAKE BIRD/ETC,M
62192,POSS WILDLIFE ILLEGALLY,M
62006,POSS CREATURE ILLEGALLY,M
62008,HUNT W/ARTIFICIAL LIGHT,M
62007,LOADED RIFLE IN VEH,M
62022,UNLAWFUL SHOTGUN:HUNTING,M
62049,FAIL SHO GAME LIC/ETC:DEM,M
62019,UNAUTH HUNT:POSTED LAND,M
62136,UNLAW HUNT ON PRIV PROP,M
49100,MINOR ESCAPE/ATTEMPT DVI,M
26157,PRACT MEDICINE W/O CERT,M
26576,PRACTICE MED/ETC W/O CERT,M
26297,ADV AS DR W/O VALID CERT,M
26368,FAIL TO FILE RETURN/ETC,M
26349,FAIL TO WITHHOLD/PAY TAX,M
62010,IMP/ETC WILD ANML:NO PERM,M
62036,IMP/ETC MAMMAL W/O PERMIT,M
35245,FURNISH DRUGS TO ADDICT,M
35313,PRESC DANG DRUG:INTERNET,M
44054,IMPERSONATE CHP OFFICER,I
62180,UNLAWFUL POSSESS CAULERPA,M
62026,UNDCLRD W/LIFE IMPORT/ETC,M
54118,VIOL EMERGE VEH PERMT REG,M
54621,TRANSPORT KITCHEN GREASE,M
54622,STEAL/ETC KITCHEN GREASE,M
54680,POSS OF INEDIBLE KTCH GRS,I
62042,ACT/ETC:FG GUIDE W/O LIC,M
31285,UNLAW SRVS/OPTOMTRY TRTMT,M
66117,PROCEEDINGS:PRISONER PROD,X
66118,PRISONER:MATERIAL WITNESS,X
56012,MISTREATMENT OF PRISONERS,M
56041,CHAIN/RESTRNT PRISNR NECK,M
26141,FALSIFY DRUG RECORD,M
48020,INTRFR WORK/DISCP:PRISNER,M
48021,INTRFR W/WRK/DISCPLIN:CON,M
55183,PRACTICE NURSING W/O LIC,M
55165,USE NURS TITLE/ETC:NO LIC,M
55084,PROFESSIONAL PRACTICE VIO,M
48104,FAIL OBEY PO:INSPECTN ORD,M
48135,FAIL OBEY PO:LAWFUL ORDER,M
48102,EVADING PEACE OFFICER,M
48144,INTENT EVADE PO BICYCLE,M
48128,DISREGARD SAFETY:EVADE PO,M
48140,EVADE PO:WRONG WAY DRIVER,M
48105,FAIL OBEY FIRE DEPT PERSN,M
54119,VIOL LOAD/PERMIT REGS,M
31174,ILL SEL/ETC PRISN MFG ITM,M
54120,FAIL STOP:COMRCL VEH INSP,M
54381,FAIL OBEY SCH XING GUARD,I
54329,CROSS FLARE/CONE PATTERN,I
54569,ELE BEACON/CONE PATTERN,I
35238,DOCTOR USE CNTL SUB,M
44042,IMPERSONATE L.V.N.,M
55080,PRACTICE PSYCHOLGY:NO LIC,M
55081,PSYCHOLOGICAL ASSIST VIOL,M
26616,FORECLOSURE FRAUD,M
31202,FORECLOSE:INDUCE CONTRACT,M
62100,HUNTING:BIRD/ETC AT NIGHT,M
50181,VIOLATION OF PAROLE,X
50182,FLASH INCARCERATION,X
62182,HUNTING WHILE INTOXICATED,M
62038,SHOOT BIRD/MAMAL:VEH/ETC,M
36293,SEX OFN WRK CHLD FACILITY,M
36327,SEX OFR WORK W/JUV WARD,M
62011,DISCHRG DEAD WPN/HNT BLDG,M
62068,CAPTURE/ETC SPEC WILDLIFE,M
62034,TAKE BIRD/ETC W/O LICENSE,M
36292,SEX REG REMOV GPS MONITOR,M
62046,HUNT:SALE/ETC CA BIRD/ETC,M
31208,PRACTICE OPTOMETRY:NO REG,M
50139,SUSPEND/REVOKE PAROLE,X
26567,OBT POSS VEH/ETC:FRAUD/ET,M
50138,PAROLE VIOLATION/REARREST,X
62158,TAXIDERMIST:FAIL KEEP REC,M
26550,FALSE DATA:OPTOMETRY CERT,M
50178,PRCS:FLASH INCARCERATION,X
50176,PRCS VIOLATION,X
62103,BIRD-PREY/EGG/ETC:POS/ETC,M
62044,SELL/ETC DOMEST GAME BIRD,M
62096,PROTECTD BIRD/ETC NO PERM,M
62202,POSS MIGRATORY NONGM BIRD,M
31237,EMPLR FAIL POST NTC INSUR,M
4044,FED REG:VIOLATE A CLOSURE,M
4018,FR:POSS/ETC:ARCH RESOURCE,M
62154,FR:CAMP O/SIDE DES AREA,M
62162,FR:LV EQUIP/REFUSE SITE,M
62163,FED REG:FAIL OBT CMP PERM,M
4071,FR:UNREASONABLE NOISE,M
62155,FR:FIRE UNDESIGNATED AREA,M
4034,FR:IMPROP DISPOSL/REFUSE,M
4035,FR:IMPROP DISPL/HUMAN WST,M
4058,FR:DEL/RETRIEVE BY AIR,M
62170,FED REG:POSSESS WILDLIFE,M
4052,FR:FAIL TURN IN FND PROP,M
4061,FR:NON PAYMENT OF FEES,M
27065,FR:NONPAYMENT FOR SERVICE,M
27056,FEDERAL REGULATION:THEFT,M
4020,FR:OBT PROP/ETC BY FRAUD,M
23164,FED REG:THEFT:SHOPLIFTING,M
4021,FR:POSS KNOW STOLEN PROP,M
4022,FR:TRESP:ENTER/ETC PROP,M
4045,FR:TAMPER WITH PROPERTY,M
4031,FR:VANDLSM DESTROY PROP,M
66082,FR:MEDDLE/ETC:GOV AGT/ETC,M
4023,FR:VIOLATE LAWFUL ORDER,M
4024,FR:FALSE INFO/AUTH PERSON,M
53111,FR:DIS CONDUCT:FIGHT/ETC,M
53141,FR:DIS CONDUCT:OBSCN LANG,M
53140,FR:CREATE HAZARDOUS COND,M
41066,FR:POSS ALCOHOL UNDER 21,M
4047,FR:VIOLATION OF A CLOSURE,M
35391,FR:POSS CNTL SUBS:PARKS,M
35301,FR:UI ALC/CNTL SUB:PARK,M
4038,FR:POSS WPN/TRAP/NET,M
4041,FR:USE WPN/TRAP/NET,M
4019,FR:POSS/ETC WPN/TRAP/ETC,M
4036,FR:RESIDING ON FED LAND,M
4025,FR:OPR VESSEL:UND INF D/A,M
4068,FR:OPR VEH PROHIBITD AREA,M
4032,FR:TRAFFIC CNTL DEVCE VIO,M
4033,FR:O/CONTAINER ALC IN MV,M
54576,FR:FAIL WEAR SEAT BEAT,M
4042,FR:OPR VEH EXCESS SPEED,M
4049,FR:DRIVE WITHOUT DUE CARE,M
4037,FR:UNSAFE CNTL MOTOR VEH,M
4053,FR:PASSENGER IN BED TRUCK,M
4026,FR:OPR VEHICLE UNDER INF,M
4027,FR:DUI:BLOOD/ETC ALC.08,M
4028,FR:DUI:REFUSE TEST,M
4043,FR:OPR BIKE W/OUT LIGHT,M
4051,FR:OPR BIKE UND INF ALC,M
54596,FR:TOW/MOVE VEH:FAIL REPT,M
4029,FR:UNLAWFUL PROSPECTING,M
4072,FR:COMMERC VEH PROHIBITED,M
66083,FR:ILUSE POWERLESS FLIGHT,M
62193,TAK UPLAND BIRD W/O STAMP,M
62150,NO STATE DUCK STAMP,M
31059,FAIL SECURE COMP PAYMENT,M
31061,FAIL OBSERVE STOP ORDER,M
62115,TK NONGAME BIRD:W/EXCPTNS,M
62063,TAKE/POS NONGAME BIRD:HRS,M
62031,POSS SKIN OF NONGAME BIRD,M
54099,NO REG:VEH/TRAILER/ETC,I
54657,NO REG:VEH/TRAILER/ETC,I
54359,REG/ETC:SMOG CERTS VIOL,I
54412,O-O-S VEH:NO REG/SMOG CRT,I
54473,UNREG CA BASED VEHICLE,I
54666,UNREG COMM MTR VEH 10000+,I
62200,TRAP FUR MAMMAL REC/COMRC,M
62201,UNLAWFUL TRAPPING,M
54172,FOREIGN COM VEH:NO PERMIT,I
49009,ESCAPE:HOSPITAL PRISONER,M
50095,WORK RELEASE PROGRAM VIOL,M
56042,BOD CAVITY/ETC SEARCH VIO,M
57036,BOD CAVITY/ETC SEARCH VIO,M
57058,MINOR;BODY CVTY SRCH VIOL,M
56043,MNR BODY CAVITY SRCH VIOL,M
35355,UNREG MFG/ETC PRESC/ETC,M
35361,GIV DANG DRUG/ETC:NO PRSC,M
35363,POS CNTL SUB:W/O PRESCRIP,M
35362,UNAUTH RFIL DANG DRUG/ETC,M
35416,RX W/O LABEL ON CONTAINER,M
31238,UNLICENSED PHARMACY,M
50179,DELVR PROHIB ITEM:PATIENT,M
35358,POS/ETC HYPO NEEDL/SYRNGE,M
35356,UNLIC SELL/ETC NEEDL/ETC,M
35357,SEL HYPO/SYRINGE NO PRESC,M
55282,CONFISCT NDL/SYR O/S PREM,M
35379,UNLIC NONRES DIST NDL/ETC,M
62199,TRAP FUR NONGM MAMMAL REC,M
54206,FAIL REG FOREIGN VEH:CA,I
54207,FAIL NOTIFY DMV:ADD CHG,I
54323,FAIL CHANGE ADD ON REG,I
35381,FURN DANGERUS DRUG/DEVICE,M
53071,SCALPING,M
62037,WASTE GAME MAMMAL FLESH,M
66229,KNWGLY VIOL PHARMACY PROV,M
26398,FALSE REP REG PHARMACY,M
35369,FALSE REP:DR/ETC:OBT DRUG,M
35389,FORGE/ETC PRESCRIPTIONS,M
35388,GET DRUG BY FORGED PRESC,M
35367,UNAUTH PRESCRIPTION BLANK,M
35359,OBT HYPO NDL/SRYNGE:FRAUD,M
35360,MISUSE HYPO NEEDL/SYRINGE,M
31209,SELL/ETC DRUGS:UNDER INFL,M
26399,MAN/ETC PHARM/ETC NO REG,M
62059,TAKE DEER W/O LICENSE,M
35407,OWNER:NON-PHARM DISP PRSC,M
31183,UNAUTH GIVE DANG DEV/ETC,M
35364,DANG DRUG/ETC RECORD VIOL,M
62048,POSSESS UNTAGGED DEER,M
62107,DEER TAG NOT COUNTERSIGND,M
20058,BURN LAND OF ANOTHER,M
20037,ALLOW FIRE:ESCAPE/SPREAD,M
55233,BURN W/O PERMIT,M
20062,NEG:MAINT/OPR:CAUSE FIRE,M
54208,NO REGISTRATION IN VEH,I
54227,LOST/ETC DMV REG/ETC VIOL,I
26545,IMPROP USE/ETC REG:UNAUTH,M
26510,LOAN DISABL PLACRD:UNAUTH,M
26511,DISPLY UNAUTH DISABL PLAC,M
