AGENCY_NAME,Offense.Description,Offense.Level,TOTAL,UNDER_18_COUNT,EIGHTEEN_TWENTYNINE_COUNT,THIRTY_PLUS_COUNT
LAPD,SX OFF W/PRIOR ARANGE MTG,F,1,0,0,1
LAPD,TAKE ONCALL EMERG/ETC VEH,F,2,0,2,0
LAPD,TAKE PRSN TO PROSTITUTE,F,2,0,1,1
LAPD,THEFT UTILITY SERV $400+,F,2,0,0,2
LAPD,THEFT:ELD/DEP ADULT $400+,F,1,0,0,1
LAPD,TORTURE,F,3,0,0,3
LAPD,TRAN FAIL ANNUAL UPD,F,1,0,0,1
LAPD,TRANSP/ETC F/SALE C/SUB,F,15,0,4,11
LAPD,TRANSP/ETC PHENCYCLDN/ETC,F,3,0,1,2
LAPD,TRANSP/SELL NARC/CNTL SUB,F,175,0,31,144
LAPD,UNLAWFL POSS/USE TEAR GAS,F,15,0,6,9
LAPD,UNLIC SALE/TRAN/ETC F/ARM,F,1,0,0,1
LAPD,USE ACC ACOUNT INFO NO OK,F,8,0,3,5
LAPD,USE CNTL SUB:POSS FIREARM,F,1,0,0,1
LAPD,USE ID W/INT DEFRD:W/PC,F,17,0,4,13
LAPD,USE PERSON AS SHIELD,F,3,0,2,1
LAPD,UTER/ETC FAKE VEH REG/ETC,F,4,0,3,1
LAPD,VAND CHRCH/ETC:RAC:INTMDT,F,3,0,2,1
LAPD,VANDAL DEFACE PROP:PRIORS,F,2,0,0,2
LAPD,VANDALISM $10000 OR MORE,F,24,0,8,16
LAPD,VANDALIZE PLAC OF WORSHIP,F,4,0,3,1
LAPD,VANDL:DESTROY OTHRS PROP,F,43,0,19,24
LAPD,VEH MANSL WHILE INTOXICAT,F,1,0,0,1
LAPD,VEH/ETC THEFT:SPEC PRIORS,F,17,0,7,10
LAPD,VIOL FEL POSS BODY ARMOR,F,4,0,1,3
LAPD,VIOLATION OF PAROLE:FEL,F,221,0,119,102
LAPD,WPN RESTRICTION:MNTL PRSN,F,2,0,0,2
LAPD,FIGHT/ETC IN PUBLIC PLACE,I,11,3,0,8
LAPD,PETTY THEFT-$50 W/O PRIOR,I,4,3,0,1
LAPD,MNR BUY SMOKING PARAPHERN,I,2,2,0,0
LAPD,POSS OPEN CONTAINER:DRIVE,I,1,1,0,0
LAPD,BIKE HEADLIGHT/ETC VIOL,I,1,0,0,1
LAPD,DISPLAY IN PUB:IMT F/ARM,I,1,0,1,0
LAPD,DRIVE WITHOUT LIGHTS:DARK,I,1,0,0,1
LAPD,DUI W/PROB:23152/23153,I,4,0,2,2
LAPD,DUI:-21,I,1,0,1,0
LAPD,DUI:UNDR 21YR W/BA.01,I,3,0,3,0
LAPD,EAT/DRINK PUB TRANSIT SYS,I,1,0,1,0
LAPD,FAIL PAY:PUB TRANSIT SYS,I,3,0,2,1
LAPD,FAIL STOP LINE/ETC AT RED,I,4,0,0,4
LAPD,FAIL YIELD/ETC:EMERG VEH,I,1,0,0,1
LAPD,LOCAL ORDINANCE VIOL,I,8,0,1,7
LAPD,LOUD/UNREASONABLE NOISE,I,10,0,2,8
LAPD,OPR VEH:WINDOW OBSTRUCTED,I,2,0,0,2
LAPD,PASSENGER:W/OPEN ALC CONT,I,1,0,0,1
LAPD,PED IN XWALK STOP/ETC VEH,I,1,0,0,1
LAPD,PED NOT STOP:OUT CROSWALK,I,1,0,1,0
LAPD,POSS MARIJ OVER 28.5 GRAM,I,3,0,0,3
LAPD,POSS OPEN ALCOHOL:PUBLIC,I,16,0,4,12
LAPD,SELL/TRNSP/ETC MARIJUANA,I,32,0,19,13
LAPD,SHO ON VEH/GIV PO FLS DOC,I,2,0,1,1
LAPD,SMOKE MARIJ TOBACO PROHIB,I,1,0,1,0
LAPD,SMOKE/ING MARIJ PUBLIC PL,I,1,0,0,1
LAPD,THROW/ETC CIG/ETC:HWY/ETC,I,2,0,0,2
LAPD,TOBACO PROD:25FT:PLAYGRND,I,1,0,1,0
LAPD,TRESP W/VEH ETC:PUB GRNDS,I,1,0,0,1
LAPD,UNLAW RECYC:OOS CONT/ETC,I,1,0,1,0
LAPD,UNSAFE LANE CHANGE/ETC,I,2,0,2,0
LAPD,UNSAFE SPEED:PREVAIL COND,I,2,0,0,2
LAPD,BATTERY ON PERSON,M,616,37,224,355
LAPD,THRTN CRIME:INT:TERRORIZE,M,785,30,241,514
LAPD,TAKE VEH W/O OWNER CONSNT,M,606,25,296,285
LAPD,SHOPLIFTING,M,744,19,273,452
LAPD,ASSAULT & BATTERY,M,231,15,78,138
LAPD,VANDALISM:DEFACE PROPERTY,M,193,15,114,64
LAPD,VANDALISM,M,193,13,82,98
LAPD,CRRY LOAD F/ARM PUB PLACE,M,118,12,68,38
LAPD,ASLT/BATT PEACE OFR/ETC,M,249,9,92,148
LAPD,REC KNWN STOLN PROP,M,125,8,58,59
LAPD,MNR ILL POSS CONCEAL WPN,M,7,7,0,0
LAPD,PETTY THEFT -$50,M,10,7,0,3
LAPD,TRESPASSING,M,393,7,144,242
LAPD,PETTY THEFT,M,257,5,103,149
LAPD,VANDALISM $400 OR MORE,M,114,5,47,62
LAPD,OBSTRUCT/ETC PUB OFCR/ETC,M,115,4,57,54
LAPD,VANDALISM:DAMAGE PROPERTY,M,185,4,78,103
LAPD,BAT:SPOUSE/EX SP/DATE/ETC,M,614,3,203,408
LAPD,DISREGARD SAFETY:EVADE PO,M,32,3,17,12
LAPD,DUI ALCOHOL,M,1609,3,500,1106
LAPD,DUI ANY DRUG,M,296,3,183,110
LAPD,EMERG CURFEW VIOLATION,M,3,3,0,0
LAPD,FALSE ID TO SPECIFIC PO'S,M,25,3,8,14
LAPD,SEXUAL BATTERY,M,32,3,11,18
LAPD,AIDE/ABET SPEED EXHIBITN,M,30,2,25,3
LAPD,BATTERY,M,35,2,14,19
LAPD,EVADING PEACE OFFICER,M,11,2,2,7
LAPD,EXHIBIT DEADWPN:NOT F/ARM,M,73,2,19,52
LAPD,FL OBEY ORD JUV CRT:602WI,M,2,2,0,0
LAPD,MINOR POSSESS ALCOHOL,M,4,2,2,0
LAPD,OBSTRUCT/RESIST EXEC OFCR,M,57,2,32,23
LAPD,PETTY THEFT:-$950,M,58,2,14,42
LAPD,SEXUAL BATT:SEX AROUSAL,M,18,2,6,10
LAPD,ALCOHOL IN VEHICLE:-21,M,1,1,0,0
LAPD,ANNOY/MOL VICT UNDER 18,M,6,1,1,4
LAPD,ASSAULT ON PERSON,M,4,1,0,3
LAPD,BATERY:SERIOUS BODILY INJ,M,34,1,11,22
LAPD,BATT ON SCHOOL EMPLOYEE,M,1,1,0,0
LAPD,BATT PO/EMERG PRSNL/ETC,M,43,1,18,24
LAPD,BENCH WARRANT:FTA:MISD,M,18,1,3,14
LAPD,BRANDISHING F/ARM REPLICA,M,9,1,6,2
LAPD,CA REG:VIOLATE CURFEW,M,1,1,0,0
LAPD,CONTEMPT:VIOL PROTECT ORD,M,95,1,35,59
LAPD,DISCHARGE F/A FROM VEH,M,1,1,0,0
LAPD,DRIVE W/O LICENSE,M,46,1,30,15
LAPD,ELDER/DEP ADULT CRUELTY,M,6,1,2,3
LAPD,EXHIBIT FIREARM,M,16,1,7,8
LAPD,FIGHT IN PUBLIC PLACE,M,6,1,2,3
LAPD,FIREARM AT PUBLIC SCHOOL,M,2,1,1,0
LAPD,HIT AND RUN:PROP DAMAGE,M,11,1,8,2
LAPD,LOCAL ORDINANCE VIOL,M,159,1,38,120
LAPD,MISUSE/ETC CHILD SUPPORT,M,1,1,0,0
LAPD,MNR POSS SPRAY PAINT HWY,M,1,1,0,0
LAPD,OBSTR/ETC PUB OFC:RADIO,M,5,1,1,3
LAPD,POSS MARIJUANA FOR SALE,M,21,1,16,4
LAPD,POSSESS CNTL SUB,M,89,1,22,66
LAPD,RIDER:MNR:POS/ETC ALC:VEH,M,1,1,0,0
LAPD,SEL SYNTHETIC CANNABINOID,M,1,1,0,0
LAPD,SEX W/MINOR:+ OR - 3 YRS,M,1,1,0,0
LAPD,TAMPER WITH VEHICLE,M,26,1,7,18
LAPD,VANDALISM -$400,M,78,1,35,42
LAPD,ACQ ACC CARD:INT:SELL/ETC,M,4,0,1,3
LAPD,ADDICT DRIVE VEHICLE,M,1,0,0,1
LAPD,ALLOW FIRE:ESCAPE/SPREAD,M,1,0,0,1
LAPD,ALTER/ETC IMITATION F/ARM,M,5,0,3,2
LAPD,ANNOY/MOLEST CHILDREN -18,M,4,0,1,3
LAPD,ANNOYING/ETC CALLS TO 911,M,1,0,0,1
LAPD,ARSON:POS/ETC MAT/DEVICE,M,1,0,1,0
LAPD,ASLT PO/EMERG PRSNL/ETC,M,1,0,0,1
LAPD,ASLT PO/FIREFIGHTER/ETC,M,3,0,2,1
LAPD,ATTEMPT 496PC:STOLEN PROP,M,8,0,3,5
LAPD,BAT W/SERIOUS BODILY INJ,M,9,0,1,8
LAPD,BAT:TRNSPORT PRSNL/PASNGR,M,1,0,1,0
LAPD,BATT ON PRSN:SCH/HOSP/ETC,M,3,0,1,2
LAPD,BATT PRSN:PUB TRANSP/ETC,M,1,0,0,1
LAPD,BATT:ELDER/DEP ADULT,M,4,0,1,3
LAPD,BATT/GASSING PO/ETC EMP,M,2,0,0,2
LAPD,BATTERY NOINMATE BY INMT,M,1,0,0,1
LAPD,BATTERY:SPOUSE/ETC,M,87,0,31,56
LAPD,CARRY SWITCHBLADE KNIFE,M,4,0,3,1
LAPD,CAUSE RIOT:DESTROY PROP,M,1,0,0,1
LAPD,CAUSING FIRE OF PROPERTY,M,1,0,0,1
LAPD,CCW ON PERSON:LOADED,M,4,0,1,3
LAPD,CHRTR-PRTY CARIER EMP VIO,M,9,0,2,7
LAPD,CHRTR-PRTY CRR:NO DSP SYM,M,1,0,1,0
LAPD,CNTMPT:CRT:DISRD/ETC BEHV,M,17,0,9,8
LAPD,COMMIT MAIL THEFT,M,7,0,2,5
LAPD,CONTACT MNR W/INTENT SEX,M,1,0,0,1
LAPD,CONTEMPT OF COURT,M,2,0,1,1
LAPD,CONTEMPT:DISOBEY CRT ORDR,M,70,0,28,42
LAPD,CONTEMPT:PRESENCE OF JURY,M,1,0,0,1
LAPD,CONTEMPT:RESIST ORDER/ETC,M,3,0,1,2
LAPD,CRRY UNLD F/A NOT H/GUN,M,1,0,0,1
LAPD,CRUEL TO CHLD:POS INJ/DTH,M,7,0,4,3
LAPD,CRUELTY TO ANIMAL,M,1,0,1,0
LAPD,CULTIVATE MARIJ 6+ PLANTS,M,1,0,0,1
LAPD,DAMAGE WIRELES COM DEVICE,M,1,0,0,1
LAPD,DAMAGE/USE/ETC POWER LINE,M,1,0,1,0
LAPD,DEBTR EMBEZL PROP PROCEED,M,3,0,3,0
LAPD,DEFRAUD INNKEEPER -$950,M,10,0,4,6
LAPD,DELIVER/ETC DRUG PARAPHNL,M,1,0,1,0
LAPD,DESTROY/CONCEAL EVIDENCE,M,1,0,0,1
LAPD,DIS CON:INVAD PRI:BATHRM,M,2,0,0,2
LAPD,DIS CON:LODGE W/O CONSENT,M,7,0,1,6
LAPD,DIS CON:PEEKS INHAB BLDG,M,2,0,0,2
LAPD,DISCHARGE WASTE ILLEGALLY,M,2,0,1,1
LAPD,DISORD CONDUCT:ALCOHOL,M,297,0,131,166
LAPD,DISORD CONDUCT:UI/DRUG,M,24,0,9,15
LAPD,DISORDERLY CON:W/CAMCORD,M,2,0,0,2
LAPD,DISORDRLY CONDUCT:TOLUENE,M,3,0,2,1
LAPD,DISRD CNDCT:LOITER/TOILET,M,1,0,1,0
LAPD,DISRD CONDUCT:DRUG W/ALC,M,18,0,6,12
LAPD,DISRUPT SCHOOL ACTIVITIES,M,1,0,0,1
LAPD,DISTURB/BEHAVIOR:PUB TRAN,M,1,0,1,0
LAPD,DOMESTIC VIOLENCE W/PRIOR,M,5,0,0,5
LAPD,DRIV:LIC SUS/ETC:UI/RFUSL,M,2,0,1,1
LAPD,DRIV:LIC SUSP DUI W/PRIOR,M,4,0,0,4
LAPD,DRIV:SUSP/ETC LIC:DUI:VIO,M,251,0,90,161
LAPD,DRIV:SUSP/ETC LIC:RECKLES,M,11,0,7,4
LAPD,DRIVE W/O INTERLOCK DEV,M,23,0,8,15
LAPD,DRIVE:LIC SUSPENDED/ETC,M,85,0,43,42
LAPD,DRIVE:RESTRICTED LIC:DUI,M,8,0,2,6
LAPD,DRV:LIC SUSP W/PR W/I 5YR,M,1,0,0,1
LAPD,DRVR/ETC ALLOW F/A IN VEH,M,1,0,1,0
LAPD,DUI ALC/DRUG:CAUS BOD INJ,M,2,0,1,1
LAPD,DUI ALCOHOL AND DRUG,M,36,0,17,19
LAPD,DUI ALCOHOL/0.08 PERCENT,M,18,0,5,13
LAPD,DUI DRUG:CAUSE BODILY INJ,M,16,0,8,8
LAPD,DUI W/IN 10YRS:PR FEL DUI,M,8,0,0,8
LAPD,DUI W/PR SPEC CONVICTIONS,M,8,0,0,8
LAPD,DUI:ALC/.04 COMERCIAL VEH,M,2,0,0,2
LAPD,ELDER/DEP ADLT:HARM/DEATH,M,26,0,6,20
LAPD,EMBEZZLE LEASED/RENTD VEH,M,2,0,1,1
LAPD,EMBEZZLEMENT,M,7,0,4,3
LAPD,EMBEZZLEMENT BY EMPLOYEE,M,1,0,1,0
LAPD,ENT NONCOM DWELL:INCIDENT,M,4,0,1,3
LAPD,ENTER NONCOMM DWELLING,M,56,0,25,31
LAPD,ENTER/REMAIN ON PSTD PROP,M,1,0,0,1
LAPD,ESC:MENTAL HEALTH FACILTY,M,3,0,1,2
LAPD,EVADE RAILROAD FARE,M,2,0,0,2
LAPD,EXHIB/ETC F/ARM:PO PRESNT,M,1,0,1,0
LAPD,F/A ETC RSTRCTN:MNTL -5YR,M,1,0,0,1
LAPD,FAIL DISCLS ORIGN:REC/ETC,M,1,0,1,0
LAPD,FAIL OBEY PO:LAWFUL ORDER,M,2,0,0,2
LAPD,FAIL T/APPEAR:WRIT PROMIS,M,1,0,1,0
LAPD,FAILURE TO PROVIDE,M,1,0,0,1
LAPD,FALSE CRIME:TO SPEC PO'S,M,2,0,1,1
LAPD,FALSE ID TO SPECIFIC PO,M,1,0,1,0
LAPD,FALSE IMPRISONMENT,M,13,0,5,8
LAPD,FALSE REPORT EMERGENCY,M,6,0,2,4
LAPD,FELON POSS/ETC STUN GUN,M,2,0,0,2
LAPD,FORCIBLE ENTRY,M,1,0,0,1
LAPD,FORGE/ETC OFFICIAL SEAL,M,3,0,1,2
LAPD,FORGERY:INTENT:DEFRAUD,M,2,0,0,2
LAPD,FR:TRESP:ENTER/ETC PROP,M,2,0,1,1
LAPD,FTA AFTER WRITTEN PROMISE,M,3,0,0,3
LAPD,FTA:MISDEMEANOR CHARGE,M,1,0,0,1
LAPD,G/THFT:CARCAS W/O CONSENT,M,1,0,1,0
LAPD,GAMBLING,M,13,0,4,9
LAPD,GIVE FALSE INFO TO PO,M,1,0,1,0
LAPD,GRAND THEFT:CARCASS PORTN,M,1,0,1,0
LAPD,HABITUAL TRAFFIC OFFENDER,M,2,0,0,2
LAPD,HIT AND RUN,M,4,0,3,1
LAPD,HIT AND RUN:INJURY/DEATH,M,12,0,5,7
LAPD,HIT&RUN PROP DAMAG:LOCATE,M,2,0,1,1
LAPD,ILL ASEMB:PARMIL:WPN PRAC,M,1,0,1,0
LAPD,ILLEGAL PAY FOR ADOPTION,M,4,0,3,1
LAPD,ILLEGAL POSS OF VEH KEY,M,1,0,1,0
LAPD,ILLEGAL SPEED CONTEST,M,23,0,20,3
LAPD,IMPERSN CTY/CNTY ETC EMP,M,1,0,0,1
LAPD,INDECENT EXPOSURE,M,64,0,17,47
LAPD,INF INJ:SPS W/PR SPS BAT,M,13,0,6,7
LAPD,INTRF EMERG W/DRONE/ETC,M,1,0,0,1
LAPD,INVAD PRIVCY:W/CAMCORD,M,2,0,0,2
LAPD,KEEP HOUSE OF ILL FAME,M,4,0,2,2
LAPD,LICENSEE POSS UNAUTH LIQ,M,1,0,0,1
LAPD,LIQUOR TO DRUNKARD,M,1,0,0,1
LAPD,LOITER POSTED PROPERTY,M,1,0,0,1
LAPD,LOITER:INT:PROSTITUTION,M,156,0,120,36
LAPD,LOITER/ETC PRIVATE PROP,M,23,0,14,9
LAPD,LOITR ADLT SCH:MOLST PUPL,M,5,0,5,0
LAPD,LOITR PUBLIC:ILL DRUG ACT,M,21,0,2,19
LAPD,MAINTAIN PUBLIC NUISANCE,M,2,0,0,2
LAPD,MFG/SEL -1000:COUNTRFT MK,M,2,0,1,1
LAPD,MFG/SEL 1000+ COUNTRFT MK,M,3,0,1,2
LAPD,MFG/SELL/POSS GAMING DEV,M,3,0,0,3
LAPD,MULTIPLE PAY:ADOPTION,M,1,0,0,1
LAPD,OBST/ETC BUSNES:PUB AGNCY,M,4,0,1,3
LAPD,OBT CREDIT/ETC:OTHER'S ID,M,20,0,8,12
LAPD,OBTAIN WARRANT W/O CAUSE,M,1,0,1,0
LAPD,OFFENSIVE WORDS:PUBLIC PL,M,1,0,0,1
LAPD,OPR MOTR SCOOTR UNDER INF,M,2,0,1,1
LAPD,OWN LET UNLICENSD OPR VEH,M,1,0,0,1
LAPD,PERMIT ALC CONSUMP AFT HR,M,1,0,0,1
LAPD,PETTY THEFT RETAIL/ETC,M,3,0,2,1
LAPD,PETTY THEFT/THEFT W/PRIOR,M,5,0,0,5
LAPD,PETYTHFT:PR JAIL:SPEC OFF,M,3,0,0,3
LAPD,POS CNTL SUB:W/O PRESCRIP,M,1,0,1,0
LAPD,POS/ETC BAD/ETC CHECK/ETC,M,6,0,3,3
LAPD,POS/ETC VEH W/ALTERED NBR,M,1,0,0,1
LAPD,POSS CNTL SUB W/O PRESCRP,M,3,0,1,2
LAPD,POSS DRILL/ETC:INT:VANDLZ,M,1,0,1,0
LAPD,POSS FIREWORKS W/O PERMIT,M,2,0,2,0
LAPD,POSS PRSNL ID WIT DEFRAUD,M,13,0,5,8
LAPD,POSS SIMILAR TOLUENE SUB,M,3,0,2,1
LAPD,POSS SWITCHBLADE:VEHICLE,M,3,0,2,1
LAPD,POSS UNLAW PARAPHERNALIA,M,255,0,68,187
LAPD,POSS/CONTROL SLOT MACHINE,M,1,0,1,0
LAPD,POSS/ETC F/ARM W/O ID MRK,M,1,0,1,0
LAPD,POSS/ETC OBS MTR:MNR:SEX,M,9,0,4,5
LAPD,POSS/USE VEH MASTER KEY,M,1,0,0,1
LAPD,POSSESS BURGLARY TOOLS,M,47,0,15,32
LAPD,POSSESS DOC-MAKING DEVICE,M,1,0,1,0
LAPD,POSSESS NITROUS OXIDE,M,1,0,1,0
LAPD,POSSESS/ETC TOLUENE/ETC,M,1,0,0,1
LAPD,PREVENT/DISSUADE WIT/VICT,M,2,0,0,2
LAPD,PROHIB OWN/POS F/ARM:ORDR,M,1,0,0,1
LAPD,PROSTITUTION,M,508,0,324,184
LAPD,PUB/PRIV OFCR EMBZEL PROP,M,1,0,1,0
LAPD,PUBLIC NUISANCE,M,2,0,0,2
LAPD,REC BENE:INCOMPLET ADOPTN,M,1,0,0,1
LAPD,RECEIVE PROCEED:PROSTITUT,M,1,0,1,0
LAPD,RECKLESS DRIVING,M,16,0,11,5
LAPD,RECKLESS DRIVING W/INJURY,M,1,0,1,0
LAPD,RECKLESS DRIVING:HIGHWAY,M,17,0,15,2
LAPD,RECKLESS DRIVING:PARK LOT,M,7,0,7,0
LAPD,REM SHOPPING/LAUNDRY CART,M,3,0,0,3
LAPD,REMAIN AT SCENE:RIOT/ETC,M,2,0,0,2
LAPD,RETAKE LAND AFT LEGAL REM,M,3,0,0,3
LAPD,RFUSE GO:OWN REQ:PRIV PRO,M,17,0,6,11
LAPD,RFUSE GO:PO REQ PRIV PROP,M,29,0,11,18
LAPD,RIDE BIKE UNDER INFLUENCE,M,44,0,7,37
LAPD,SELL AMMO TO MINOR,M,1,0,1,0
LAPD,SELL LIQUOR W/O LICENSE,M,9,0,3,6
LAPD,SELL TOBACCO W/O LICENSE,M,4,0,0,4
LAPD,SELL/ETC DRUG PARAPH:-18,M,4,0,1,3
LAPD,SELL/ETC LIQUOR TO MINOR,M,3,0,0,3
LAPD,SEND/ETC FALSE FIRE ALARM,M,1,0,0,1
LAPD,SHO ON VEH/GIV PO FLS REG,M,1,0,0,1
LAPD,SOLICIT LEWD ACT,M,47,0,23,24
LAPD,SOLICIT LIQUOR PURCHASE,M,3,0,1,2
LAPD,SOLICT/ETC TOW/ETC:UNAUTH,M,1,0,0,1
LAPD,SPEED CONTEST/EXH/BLCK RD,M,3,0,2,1
LAPD,STALKING,M,19,0,6,13
LAPD,SUPV/ETC PROSTITUTION,M,20,0,11,9
LAPD,TAKE PO/ETC WPN:NON-F/ARM,M,1,0,1,0
LAPD,TAMPER/ETC W/FIREALRM/ETC,M,3,0,1,2
LAPD,THEFT,M,64,0,28,36
LAPD,THEFT OF UTILITY SERVICES,M,4,0,1,3
LAPD,THFT PRSNL PROP/PTY THFT,M,16,0,8,8
LAPD,THFT/PTY THFT MERCHANDISE,M,7,0,2,5
LAPD,THREAT FORCE/ETC WIT/VICT,M,1,0,1,0
LAPD,THROW FLAME SUB FROM VEH,M,1,0,1,0
LAPD,THROW SUBSTANCE AT VEH,M,3,0,2,1
LAPD,TRAN FAIL 30 DAY UPDATE,M,2,0,0,2
LAPD,TRESP:DESTROY STAND TIMBR,M,1,0,0,1
LAPD,TRESPAS:DRIV ON PRIV PROP,M,2,0,1,1
LAPD,TRESPAS:RAIL TRANSIT PROP,M,3,0,1,2
LAPD,TRESPAS:REFUSE LEAVE PROP,M,145,0,67,78
LAPD,TRESPASS PUBLIC BUSINESS,M,22,0,5,17
LAPD,TRESPASS: OFF LIMIT AREA,M,14,0,3,11
LAPD,TRESPASS:AIRPRT OPER AREA,M,1,0,0,1
LAPD,TRESPASS:BRDCST FACIL/ETC,M,1,0,1,0
LAPD,TRESPASS:CLOSED LANDS,M,2,0,1,1
LAPD,TRESPASS:INJURE PROPERTY,M,62,0,18,44
LAPD,TRESPASS:OCC PROP W/O CON,M,4,0,2,2
LAPD,TRESPASS:PETRLEUM INDSTRY,M,2,0,1,1
LAPD,TRESPASS:POSTED LAND/BLDG,M,3,0,2,1
LAPD,TRESPASS:RAILROAD FACILTY,M,3,0,2,1
LAPD,TRESPASS:RAILROAD PROPRTY,M,18,0,4,14
LAPD,TRESPASS:REF LV PUB BLG,M,7,0,2,5
LAPD,UNDER INFLUENCE CNTL SUB,M,124,0,40,84
LAPD,UNL SEWAGE LEAK:REC VEH,M,1,0,0,1
LAPD,UNLAW DIVERSION WATER FLO,M,1,0,0,1
LAPD,UNLAWFUL ACCESS CARD POSS,M,1,0,1,0
LAPD,UNLAWFUL USE/ETC:DRIV LIC,M,1,0,1,0
LAPD,UNLIC NONRES DIST NDL/ETC,M,1,0,1,0
LAPD,USE ACC ACOUNT DATA:NO OK,M,9,0,4,5
LAPD,VANDALISM -$400/PREV CONV,M,16,0,8,8
LAPD,VEH MANSL W/GROSS NEGLNCE,M,2,0,2,0
LAPD,VIO CIVIL RGHTS:FRCE/THRT,M,3,0,1,2
LAPD,VIO DOM VIO CRT ORD:P/INJ,M,20,0,7,13
LAPD,VIO ORD:PREVNT DOMES VIOL,M,339,0,124,215
LAPD,VIO PROT ORDER:DOMES:W/PR,M,1,0,0,1
LAPD,VIOL PROTECTIVE ORDER:MNR,M,35,0,15,20
LAPD,VISIT WHERE CNTL SUB USED,M,2,0,1,1
LAPD,WEAR/ETC PO BADGE FRAUDLY,M,1,0,0,1
LAPD,WILLFUL CRUELTY TO CHILD,M,9,0,5,4
LAPD,WRITE UNAUTH PRESCRIPTION,M,1,0,1,0
LAPD,FAIL OBEY ORDER JUV COURT,X,6,6,0,0
LAPD,IN CUSTODY ARREST,X,53,5,23,25
LAPD,PROB VIOL:REARREST/REVOKE,X,166,2,76,88
LAPD,MOD COURT ORD:COMMIT/PROB,X,1,1,0,0
LAPD,PROBATION REVOKED/ETC,X,9,1,5,3
LAPD,WARRANT OF ARREST:MINOR,X,1,1,0,0
LAPD,FAIL PROVIDE CDL/ID:AREST,X,1,0,0,1
LAPD,FAIL WRITEN PROMIS:ARREST,X,2,0,1,1
LAPD,FAILURE TO APPEAR WARRANT,X,14,0,10,4
LAPD,FLASH INCARCERATION,X,2,0,0,2
LAPD,PAROLE VIOLATION/REARREST,X,3,0,1,2
LAPD,PR C/S CONV:11351-11352HS,X,1,0,1,0
LAPD,PR C/S CONV:11378.5-11383,X,2,0,1,1
LAPD,PRCS VIOLATION,X,119,0,51,68
LAPD,PRCS:FLASH INCARCERATION,X,73,0,34,39
LAPD,PROB VIOL:REAREST/REVOKE,X,114,0,33,81
LAPD,REGISTRATION OF SEX OFNDR,X,1,0,0,1
LAPD,VIOLATE PROBATION:MISD,X,1,0,1,0
LAPD,VIOLATION OF PAROLE,X,13,0,4,9
LAPD,WIT FAIL COMPLY COURT ORD,X,3,0,1,2
LOS ANGELES CO SD,ROBBERY,F,233,26,117,90
LOS ANGELES CO SD,VEHICLE THEFT,F,464,22,199,243
LOS ANGELES CO SD,BURGLARY,F,282,20,137,125
LOS ANGELES CO SD,ADW NOT FIREARM,F,235,13,81,141
LOS ANGELES CO SD,THRTN CRIME:INT:TERRORIZE,F,145,12,34,99
LOS ANGELES CO SD,ADW/FORCE:POSSIBLE GBI,F,69,9,29,31
LOS ANGELES CO SD,VANDALISM $10000 OR MORE,F,100,7,45,48
LOS ANGELES CO SD,POSS WEAPON AT SCHOOL,F,8,6,2,0
LOS ANGELES CO SD,GRAND THEFT,F,61,5,21,35
LOS ANGELES CO SD,VANDALISM $400 OR MORE,F,78,5,31,42
LOS ANGELES CO SD,ADW NOT F/ARM:PO/FIRE:GBI,F,25,4,7,14
LOS ANGELES CO SD,ASLT W/FIREARM ON PERSON,F,50,4,21,25
LOS ANGELES CO SD,BATT W/SERIOUS BODILY INJ,F,25,4,6,15
LOS ANGELES CO SD,CONSPIRACY:COMMIT CRIME,F,33,4,11,18
LOS ANGELES CO SD,MNR ILL POSS CNCEL WPN:PR,F,5,4,1,0
LOS ANGELES CO SD,OBSTRUCT/RESIST EXEC OFF,F,54,4,25,25
LOS ANGELES CO SD,THREATN SCH/PUB OFCR/EMPL,F,7,4,1,2
LOS ANGELES CO SD,VANDALISM:DEFACE PROPERTY,F,14,4,5,5
LOS ANGELES CO SD,INFLICT CRPL INJ SP/COHAB,F,338,3,134,201
LOS ANGELES CO SD,THEFT PERSONAL PROPERTY,F,26,3,11,12
LOS ANGELES CO SD,EVADING PO:DISREGARD SFTY,F,20,2,6,12
LOS ANGELES CO SD,FALSE IMPRISONMENT,F,20,2,7,11
LOS ANGELES CO SD,GRAND THEFT:AUTO,F,36,2,16,18
LOS ANGELES CO SD,POSS CONTROLLED SUBSTANCE,F,537,2,172,363
LOS ANGELES CO SD,BATTERY AGAINST PO,F,6,1,3,2
LOS ANGELES CO SD,CARJACKING,F,11,1,5,5
LOS ANGELES CO SD,CARRY CONCEALED STLN WPN,F,4,1,2,1
LOS ANGELES CO SD,CARRY STOLEN LOADED F/ARM,F,11,1,4,6
LOS ANGELES CO SD,CHILD CRUELTY:POS INJ/DTH,F,50,1,17,32
LOS ANGELES CO SD,CRRY LOAD F/ARM:GANG MEMB,F,24,1,14,9
LOS ANGELES CO SD,CRRY LOAD H/GUN:NOT OWNER,F,75,1,49,25
LOS ANGELES CO SD,FELON/ETC POSS/ETC F/ARM,F,149,1,57,91
LOS ANGELES CO SD,FIREARM AT SCHOOL,F,2,1,1,0
LOS ANGELES CO SD,GRAND THEFT:FIREARM,F,1,1,0,0
LOS ANGELES CO SD,HARM/DEATH:ELDER/DEP ADLT,F,33,1,9,23
LOS ANGELES CO SD,MFG/ETC LG CAPACITY MAG,F,6,1,4,1
